ஊஷ்L	N_NN	B-NP	URL,unk,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	B-NP	8D,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
95	QT_QTC	B-NP	95,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
88	QT_QTC	B-NP	88,num,,,,,,	o
/	RD_PUNC	I-NP	/,punc,,,,,,	o
அர்டிச்லே9607152	N_NN	I-NP	article9607152,unk,,,,,,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	o

ஏசே	DM_DMQ	B-BLK	ece,unk,,,,,,	o
?	RD_PUNC	I-BLK	?,punc,,,,,,	o

ஹோமேபgஏ	N_NNP	B-NP	homepage,unk,,,,,,	{NF}
=	RD_PUNC	I-NP	=,punc,,,,,	o
ட்ருஏ	N_NNP	B-NP	true,unk,,,,,,	o
நடிகர்	N_NN	B-NP	natikar,N,,,,,	o
சங்க	N_NN	I-NP	cafka,ADJ,,,,,	o
கட்டிட	N_NN	I-NP	kattu,V,,,,,INF	o
அடிக்கல்	N_NN	I-NP	atikkal,N,,,,,	o
நாட்டு	N_NN	B-NP	nAtu,N,u-GEN,,,,	o
விழாவில்	N_NN	I-NP	vilYYA,N,il-LOC,,,,	o
கலந்து	V_VM_VNF_VBN	B-VGF	kala,V,,,,,VBP	{/NF}
கொள்ள	V_VM_VNF_INF	I-VGNF	koVlY,V,,,,,INF	o
வேண்டாம்	RP_NEG	I-VGNF	veNtAm,V,,,,,	o
:	RD_PUNC	I-VGF	:,punc,,,,,,	{/COM}
ரஜினி	N_NNP	B-NP	rajinYi,N,,,,m,	{MCL}
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
கமலுக்கு	N_NNP	B-NP	kamal,N,ukku-DAT,,,m,	o
கோரிக்கை	N_NN	B-NP	korikkE,N,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o

மார்ச்	N_NNP	B-NP	mArc,N,,,,,	{MCL}
31-ம்	QT_QTO	B-NP	31,num,,sg,,,	o
தேதி	N_NN	I-NP	wewi,N,,,,,	o
நடிகர்	N_NN	B-NP	natikar,N,,,,,	o
சங்க	N_NN	I-NP	cafka,ADJ,,,,,	o
கட்டிடத்தின்	N_NN	I-NP	kattitam,N,inY-GEN,,,,	o
அடிக்கல்	N_NN	I-NP	atikkal,N,,,,,	o
நாட்டு	N_NN	B-NP	nAtu,N,u-GEN,,,,	o
விழா	N_NN	I-NP	vilYYA,N,,,,,	o
நடைபெறவுள்ளது	V_VM_VF	B-VGF	natEpeVrYu,V,PRESENT,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இவ்விழாவில்	N_NN	B-NP	vilYYA,N,il-LOC,,,,	{MCL}
அனைத்து	N_NN	B-NP	anYEwwu,ADJ,,,,,	o
நடிகர்	N_NN	I-NP	natikar,N,,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
நடிகைகளும்	N_NN	B-NP	natikE,N,,pl,,,	o
கலந்து	V_VM_VNF_VBN	B-VGNF	kala,V,,,,,VBP	o
கொள்ள	V_VM_VNF_INF	I-VGNF	koVlY,V,,,,,INF	o
வேண்டுமென	RB	B-RBP	veNtumeVnYa,ADV,,,,,	o
நடிகர்	N_NN	B-NP	natikar,N,,,,,	o
சங்கத்	N_NN	I-NP	cafkaw,N,,,,,	o
தலைவர்	N_NN	I-NP	walEvar,N,,,,mf,	o
நாசர்	N_NN	I-NP	nAcar,N,,,,m,	o
வேண்டுகோள்	N_NN	B-NP	veNtukolY,N,,,,,	o
விடுத்துள்ளார்	V_VM_VF	B-VGF	vitu,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இந்நிலையில்	N_NN	B-NP	innilE,N,il-LOC,,,,	{COM}
இவ்விழாவில்	N_NN	B-NP	vilYYA,N,il-LOC,,,,	o
கலந்து	V_VM_VNF_VBN	B-VGNF	kala,V,,,,,VBP	o
கொள்ள	V_VM_VNF_INF	I-VGNF	koVlY,V,,,,,INF	o
வேண்டாம்	RP_NEG	B-NEGP	veNtAm,V,,,,,	o
என	CC_CCS	B-CCP	eVnYa,ADV,,,,,	{/COM}
ரஜினி	N_NNP	B-NP	rajinYi,N,,,,m,	{MCL}
-	RD_SYM	I-NP	-,punc,,,,,,	o
கமல்	N_NN	B-NP	kamal,N,,,,m,	o
இருவருக்கும்	N_NN	I-NP	iruvar,N,ukku-DAT,,,,	o
தயாரிப்பாளர்	N_NN	B-NP	wayArippAlYar,N,,pl,,,	o
சுரேஷ்	N_NNP	B-NP	cureR,N,,,,m,	o
காமாட்சி	N_NNP	I-NP	kAmAtci,N,,,,f,	o
கடிதம்	N_NN	B-NP	katiwam,N,,,,,	o
ஒன்றை	QT_QTC	B-NP	oVnYrYu,N,E-ACC,,,,	o
அனுப்பியுள்ளார்	V_VM_VF	B-VGF	anYuppu,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

ரஜினிக்கு	N_NN	B-NP	rajinYi,N,kku-DAT,,,m,	{RP}
எழுதியுள்ள	V_VM_VNF_INF	B-VGNF	eVlYYuwu,V,PRESENT,,,,RP	o
கடிதத்தில்	N_NN	B-NP	katiwam,N,il-LOC,,,,	o
தயாரிப்பாளர்	N_NN	B-NP	wayArippAlYar,N,,pl,,,	o
சுரேஷ்	N_NNP	B-NP	cureR,N,,,,m,	o
காமாட்சி	N_NNP	I-NP	kAmAtci,N,,,,f,	o
கூறியிருப்பதாவது	V_VM_VNF_RP_PRP	B-VGNF	kUrYu,V,FUTURE,,,,RP-PRP	{/RP}
:	RD_PUNC	I-VGNF	:,punc,,,,,,	{MCL}
நான்	PR_PRP	B-NP	nAnY,PN,,,,,	o
சுரேஷ்	N_NNP	B-NP	cureR,N,,,,m,	o
காமாட்சி	N_NNP	I-NP	kAmAtci,N,,,,f,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	{/MCL}

தமிழ்	N_NNP	B-NP	wamilYY,N,,,,,	o
சினிமாவின்	N_NNP	I-NP	cinYimA,N,inY-GEN,,,,	o
ஒரு	QT_QTC	B-NP	oVru,ADJ,,,,,	o
சிறு	JJ	I-NP	cirYu,ADJ,,,,,	o
தயாரிப்பாளர்	N_NN	I-NP	wayArippAlYar,N,,pl,,,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	o

உங்களை	PR_PRP	B-NP	ufkalY,PN,E-ACC,pl,,mf,	{MCL}
ஆச்சரியமாகப்	RB	B-VGNF	Accariyam,N,Aka-ADV,,,,	o
பார்க்கும்	V_VM_VNF_RP	I-VGNF	pAr,V,FUTURE,,,,RP	o
கோடிக்கணக்கானவர்களில்	N_NNP	B-NP	kotikkaNakkAnYavarkalYil,unk,,,,,,	o
கடைக்கோடியன்	N_NN	I-NP	katEkkotiyanY,unk,,,,,,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	{/MCL}

உங்களுக்கு	PR_PRP	B-NP	ufkalY,PN,ukku-DAT,pl,,mf,	o
எதையும்	DM_DMQ	B-BLK	eVwu,PN,E-ACC,,,,	o
அறிவுறுத்தவோ	N_NN	B-NP	arYivurYuwwu,V,,,,,	o
வலியுறுத்தவோ	N_NN	B-NP	valiyurYuwwu,V,,,,,	o
தகுதியற்றவன்	N_NN	I-NP	wakuwiyarYrYavanY,unk,,,,,,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	o

ஆனாலும்	CC_CCD	B-CCP	AnYAlum,CONJ,,,,,	{MCL}
என்னைப்	PR_PRP	B-NP	eVnY,PN,E-ACC,,,,	o
போன்றவர்களின்	N_NN	B-NP	ponYrYavar,N,inY-GEN,pl,,mf,	o
பரவலான	JJ	B-NP	paraval,N,AnYa-ADJ,,,,	o
ஆதங்கம்	N_NN	I-NP	Awafkam,N,,,,,	o
உங்களைச்	PR_PRP	B-NP	ufkalY,PN,E-ACC,pl,,mf,	o
சென்றடைய	V_VM_VNF_RP_PRP	B-VGF	ceVnYrYatE,V,,,,,INF	o
வேண்டுமே	V_VM_VF	I-VGF	veNtum,V,,,,,	{/MCL}
என்ற	CC_CCS	B-CCP	eVnYrYa,ADV,,,,,	{MCL}
நோக்கத்திலும்	N_NN	B-NP	nokkam,N,il-LOC,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
சென்று	V_VM_VNF_VBN	B-VGF	ceVl,V,,,,,VBP	o
சேரும்	V_VM_VNF_RP	I-VGF	cer,V,FUTURE,,,,RP	o
என்ற	CC_CCS	B-CCP	eVnYrYa,ADV,,,,,	o
நம்பிக்கையிலும்	N_NN	B-NP	nampikkE,N,il-LOC,,,,	o
எழுதுகிறேன்	V_VM_VF	B-VGF	eVlYYuwu,V,PRESENT,sg,1,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அய்யா	N_NNP	B-NP	ayyA,N,,,,,	{MCL}
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
தாங்கள்	PR_PRP	B-NP	wAfkalY,PN,,,,,	o
பல	QT_QTF	I-NP	pala,ADJ,,,,,	o
நேரங்களில்	N_NN	I-NP	neram,N,il-LOC,pl,,,	o
நீங்கள்	PR_PRP	B-NP	nIfkalY,PN,,,,,	o
செயல்படும்	V_VM_VNF_RP	B-VGNF	ceVyalpatu,V,FUTURE,,,,RP	o
விதத்தில்	N_NN	B-NP	viwam,N,il-LOC,,,,	o
நேர்மையானவராகவும்	RB	B-RBP	nermEyAnYavar,N,Aka-ADV,,,,	o
,	RD_PUNC	I-RBP	&comma;,punc,,,,,	o
மக்களின்	N_NN	B-NP	makkalY,N,inY-GEN,pl,,,	o
உணர்வுகளை	N_NN	I-NP	uNarvu,N,E-ACC,pl,,,	o
சீராய்ந்து	V_VM_VNF_VBN	B-VGF	cIrAynwu,unk,,,,,,	o
மதிப்பவராகவும்	RB	I-VGF	mawi,V,FUTURE,,,,RP-PRP	o
நடந்துவந்திருக்கிறீர்கள்	V_VM_VF	I-VGF	natanwuvanwirukkirYIrkalY,unk,,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

மக்களை	N_NN	B-NP	makkalY,N,E-ACC,pl,,,	o
எந்தவிதத்திலும்	N_NN	B-NP	eVnwaviwam,N,il-LOC,,,,	{MCL}
உங்கள்	PR_PRP	B-NP	ufkalY,PN,,pl,,mf,	o
புகழின்	N_NN	I-NP	pukalYY,N,inY-GEN,,,,	o
மூலமும்	N_NN	I-NP	mUlam,N,,,,,	o
ஆளுமையின்	N_NN	I-NP	AlYumE,N,inY-GEN,,,,	o
மூலமும்	N_NN	B-NP	mUlam,N,,,,,	o
பாதிக்கப்பட்டவர்களாக்க	V_VM_VNF_INF	B-VGNF	pAwikkappattavarkalYAkka,unk,,,,,,	o
துணிந்ததேயில்லை	RP_NEG	I-VGNF	wuNinwaweyillE,unk,,,,,,	{/MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	o

சின்னச்	JJ	B-NP	cinYnYa,ADJ,,,,,	{COM}
சின்ன	JJ	I-NP	cinYnYa,ADJ,,,,,	o
முன்னெடுப்புகளை	N_NN	I-NP	munYnYeVtuppu,N,E-ACC,pl,,,	o
மேற்கொள்கையில்	N_NNP	B-NP	merYkoVlYkE,N,il-LOC,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
அது	PR_PRP	B-NP	awu,PN,,,,,	o
அவர்களைப்	PR_PRP	B-NP	avar,PN,E-ACC,pl,,mf,	o
பாதிக்கும்	V_VM_VF	B-VGF	pAwi,V,FUTURE,sg,3,n,	o
என	CC_CCS	B-CCP	eVnYa,ADV,,,,,	{/COM}
அறிந்தால்	V_VM_VNF_COND	B-VGNF	arYi,V,PAST,,,,COND	{/CON}
அதிலிருந்து	PR_PRP	B-NP	awu,PN,ilirunwu-ABL,,,,	{MCL}
விலகி	V_VM_VNF_VBN	B-VGF	vilaku,V,,,,,VBP	o
நின்றிருக்கிறீர்கள்	V_VM_VF	I-VGF	ninYrYiru,V,PRESENT,pl,2,f,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

சமீபத்தில்கூட	N_NN	B-NP	camIpawwilkUta,unk,,,,,,	{RP}
இலங்கை	N_NNP	B-NP	ilafkE,N,,,,,	o
செல்வது	V_VM_VNF_RP_PRP	B-VGNF	ceVl,V,FUTURE,sg,3,n,RP-PRP	o
குறித்து	PSP	B-BLK	kurYiwwu,ADV,,,,,	{/RP}
ஒருசிலர்	N_NN	B-NP	oVrucilar,N,,,,,	{RP}
எதிர்க்கருத்து	V_VM_VNF_VBN	B-VGNF	eVwirkkaruwwu,unk,,,,,,	o
கொண்டுவந்தபோது	V_VM_VNF_RP_PSP	I-VGNF	koVNtuvA,V,PAST,,,,RP-PSP-PSP	{/RP}
நீங்கள்	PR_PRP	B-NP	nIfkalY,PN,,,,,	{COM}
நான்	PR_PRP	B-NP	nAnY,PN,,,,,	o
தவிர்த்துவிடுகிறேன்	V_VM_VF	B-VGF	wavirwwuvitu,V,PRESENT,sg,1,c,	o
என	CC_CCS	B-CCP	eVnYa,ADV,,,,,	{/COM}
ஒரு	QT_QTC	B-NP	oVru,ADJ,,,,,	{MCL}
அழகான	JJ	I-NP	alYYaku,N,AnYa-ADJ,,,,	o
அறிக்கையின்	N_NN	I-NP	arYikkE,N,inY-GEN,,,,	o
மூலம்	PSP	B-BLK	mUlam,N,,,,,	o
உங்கள்	PR_PRP	B-NP	ufkalY,PN,,pl,,mf,	o
மேன்மைக்குரிய	JJ	B-NP	menYmE,N,kku-DAT,,,,	o
குணத்தை	N_NN	I-NP	kuNam,N,E-ACC,,,,	o
நிரூபித்திருந்தீர்கள்	V_VM_VF	B-VGF	nirUpi,V,PAST,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அவர்கள்	PR_PRP	B-NP	avar,PN,,pl,,mf,	{RP}
கேட்டுக்கொண்டது	V_VM_VNF_RP_PRP	B-VGNF	kettukkoVlY,V,PAST,sg,3,n,RP-PRP	{/RP}
சரி	N_NN	B-NP	cari,N,,,,,	{MCL}
தவறு	N_NN	I-NP	wavarYu,N,,,,,	o
என்ற	CC_CCS	B-CCP	eVnYrYa,ADV,,,,,	o
விவாதத்திற்குள்	N_NN	B-NP	vivAwam,N,ku-DAT,,,,	o
நான்	PR_PRP	B-NP	nAnY,PN,,,,,	o
மூக்கை	N_NN	B-NP	mUkku,N,E-ACC,,,,	o
நுழைக்க	V_VM_VNF_INF	B-VGNF	nulYYE,V,,,,,INF	o
விரும்பவில்லை	RP_NEG	I-VGNF	virumpu,V,,,,,NEG	{/MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	o

நான்	PR_PRP	B-NP	nAnY,PN,,,,,	{COM}
போவேன்	V_VM_VF	B-VGF	po,V,FUTURE,sg,1,c,	o
என்றுகூட	CC_CCS	B-CCP	eVnYrYukUta,unk,,,,,,	{/COM}
நீங்கள்	PR_PRP	B-NP	nIfkalY,PN,,,,,	{MCL}
முடிவெடுத்திருக்கலாம்	V_VM_VF	B-VGF	mutiveVtu,V,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

ஆனால்	CC_CCD	B-CCP	AnYAl,CONJ,,,,,	{MCL}
யாரையும்	DM_DMQ	B-BLK	yAr,PN,E-ACC,,,,	o
புண்படுத்திவிடக்கூடாது	RP_NEG	B-VGF	puNpatuwwivitakkUtAwu,unk,,,,,,	o
என்ற	CC_CCS	B-CCP	eVnYrYa,ADV,,,,,	o
மனப்பாங்கில்	N_NN	B-NP	manYappAfku,N,il-LOC,,,,	o
வேண்டுகோள்	N_NN	B-NP	veNtukolY,N,,,,,	o
விடுத்தவர்களின்	N_NN	B-NP	vitu,V,PAST,,,,RP-PRP	o
கோரிக்கையை	N_NN	I-NP	korikkE,N,E-ACC,,,,	o
புறந்தள்ளாமல்	RP_NEG	B-NEGP	purYanwalYlYu,V,,,,,NEG	o
பயணத்தை	N_NN	B-NP	payaNam,N,E-ACC,,,,	o
ரத்து	N_NN	B-NP	rawwu,N,,,,,	o
செய்தீர்கள்	V_VM_VF	B-VGF	ceVy,V,PAST,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அந்த	DM_DMR	B-NP	anwa,ADJ,,,,,	o
முடிவு	N_NN	I-NP	mutivu,N,,,,,	o
உங்களுக்கு	PR_PRP	B-NP	ufkalY,PN,ukku-DAT,pl,,mf,	{MCL}
எவ்வளவு	DM_DMQ	B-BLK	valYavu,N,,,,,	o
பெரிய	JJ	B-NP	peVriya,ADJ,,,,,	o
சிரமத்தைக்கொடுத்திருக்கும்	N_NN	I-NP	ciramawwEkkoVtuwwirukkum,unk,,,,,,	o
என்பதை	CC_CCS	B-CCP	eVnY,V,FUTURE,sg,3,n,	o
எங்களால்	PR_PRP	B-NP	eVfkalY,PN,Al-INS,,,,	o
உணர்ந்துகொள்ள	V_VM_VNF_INF	B-VGNF	uNar,V,,,,,INF	o
முடிகிறது	V_VM_VF	I-VGNF	muti,V,PRESENT,sg,3,n,	{/MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	o

அதற்காக	RB	B-RBP	awu,PN,,,,,	o
முதலில்	RB	I-RBP	muwal,N,il-LOC,,,,	{MCL}
உங்களுக்கு	PR_PRP	B-NP	ufkalY,PN,ukku-DAT,pl,,mf,	o
நன்றி	N_NN	B-NP	nanYrYi,N,,,,,	o
சொல்லக்	V_VM_VNF_INF	B-VGNF	coVl,V,,,,,INF	o
கடமைப்பட்டுள்ளேன்	V_VM_VF	I-VGNF	katamEppatu,V,PRESENT,sg,1,c,	{/MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	o

நன்றி	N_NN	B-NP	nanYrYi,N,,,,,	o
அய்யா	N_NN	I-NP	ayyA,N,,,,,	o
!	RD_PUNC	I-NP	!,punc,,,,,,	o

இப்போதும்	RB	B-RBP	ippowu,ADV,,,,,	{MCL}
நாங்கள்	PR_PRP	B-NP	nAfkalY,PN,,,,,	o
தயாரிப்பாளர்கள்	N_NN	I-NP	wayArippAlYar,N,,pl,,,	o
இதேபோலொரு	PR_PRP	B-NP	iwepoloVru,unk,,,,,,	o
இக்கட்டான	JJ	B-NP	ikkattu,N,AnYa-ADJ,,,,	o
சூழலில்	N_NN	I-NP	cUlYYal,N,il-LOC,,,,	o
தள்ளப்பட்டிருக்கிறோம்	V_VM_VF	B-VGF	walYlYappatu,V,PRESENT,pl,1,f,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அதை	PR_PRP	B-NP	awu,PN,E-ACC,,,,	{RP}
உங்கள்	PR_PRP	B-NP	ufkalY,PN,,pl,,mf,	o
கவனத்திற்கு	N_NN	B-NP	kavanYam,N,ku-DAT,,,,	o
கொண்டுவரவேண்டியது	V_VM_VF	B-VGF	koVNtuvaraveNtiyawu,unk,,,,,,	o
அவசியமானதும்	V_VM_VNF_RP_PRP	B-VGNF	avaciyamAnYawum,unk,,,,,,	{/RP}
கடமையும்	N_NN	B-NP	katamE,N,,,,,	{MCL}
கூட.	PSP	B-BLK	kUta.,unk,,,,,,	o
நடிகர்	N_NN	B-NP	natikar,N,,,,,	o
விஷால்	N_NNP	B-NP	viRAl,N,,,,m,	o
தனது	PR_PRF	B-NP	wanY,PN,awu-GEN,,,,	o
சுயநலத்திற்காக	RB	B-RBP	cuyanalam,N,ku-DAT,,,,	o
உங்களைப்	PR_PRP	B-NP	ufkalY,PN,E-ACC,pl,,mf,	o
பயன்படுத்திக்கொள்ள	V_VM_VNF_INF	B-VGNF	payanYpatuwwikkoVlY,V,,,,,INF	o
துணிந்திருக்கிறார்	V_VM_VF	I-VGNF	wuNi,V,PRESENT,sg,3,c,	{/MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	o

அய்யா	N_NNP	B-NP	ayyA,N,,,,,	{NF}
அவர்மீது	PR_PRP	B-NP	avar,PN,mIwu-PSP,,,mf,	o
ஏழை	N_NN	B-NP	elYYE,N,,pl,,,	o
எளிய	JJ	I-NP	eVlYiya,ADJ,,,,,	o
நாடகநடிகர்கள்	N_NN	I-NP	nAtakanatikarkalY,unk,,,,,,	o
உட்பட	PSP	B-BLK	utpata,PSP,,,,,	o
அனைத்து	N_NN	B-NP	anYEwwu,ADJ,,,,,	o
நடிகர்களும்	N_NN	I-NP	natikar,N,,pl,,,	o
பெரும்	JJ	B-NP	peVrum,ADJ,,,,,	o
நம்பிக்கை	N_NN	I-NP	nampikkE,N,,,,,	o
வைத்து	V_VM_VNF_VBN	B-VGNF	vE,V,,,,,VBP	o
ஓட்டளித்து	V_VM_VNF_VBN	I-VGNF	ottalYi,V,,,,,VBP	{/NF}
அவரை	PR_PRP	B-NP	avar,PN,E-ACC,,,mf,	{MCL}
நடிகர்	N_NN	B-NP	natikar,N,,,,,	o
சங்கச்	N_NN	I-NP	cafka,ADJ,,,,,	o
செயலாளராக	RB	B-VGF	ceVyalAlYar,N,Aka-ADV,,,,	{/MCL}

ஆனால்	CC_CCD	B-CCP	AnYAl,CONJ,,,,,	{COM}
இரண்டு	QT_QTC	B-NP	iraNtu,N,,,,,	o
வருட	N_NN	I-NP	varutu,V,,,,,INF	o
பதவிக்காலத்தில்	N_NN	I-NP	pawavikkAlam,N,il-LOC,,,,	o
என்னென்னவோ	DM_DMQ	B-BLK	eVnYnYeVnYnYavo,ADV,,,,,	o
நிறைவேற்றுவோம்	V_VM_VF	B-VGF	nirYEverYrYu,V,FUTURE,pl,1,f,	o
என	CC_CCS	B-CCP	eVnYa,ADV,,,,,	{/COM}
அதிகபட்ச	JJ	B-NP	awikapatca,ADJ,,,,,	{NF}
வாக்குறுதிகளைக்	N_NN	I-NP	vAkkurYuwi,N,E-ACC,pl,,,	o
கொடுத்து	V_VM_VNF_VBN	B-VGNF	koVtu,V,,,,,VBP	{/NF}
பதவிக்கு	N_NN	B-NP	pawavi,N,kku-DAT,pl,,,	{MCL}
வந்தார்	V_VM_VF	B-VGF	vA,V,PAST,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

கூடவே	PSP	B-BLK	kUtave,ADV,,,,,	{CON}
ஒரு	QT_QTC	B-NP	oVru,ADJ,,,,,	o
வருடத்திற்குள்	N_NN	I-NP	varutam,N,ku-DAT,,,,	o
நாங்கள்	PR_PRP	B-NP	nAfkalY,PN,,,,,	o
சொன்னதைச்	V_VM_VNF_RP_PRP	B-VGNF	coVl,V,PAST,,,,RP-PRP	o
செய்யாவிட்டால்	V_VM_VNF_COND	I-VGNF	ceVy,V,PAST,,,,COND-NEG	{/CON}
பதவி	N_NN	B-NP	pawavi,N,,pl,,,	{MCL}
விலகுவோம்	V_VM_VF	B-VGF	vilaku,V,FUTURE,pl,1,f,	o
என்ற	CC_CCS	B-CCP	eVnYrYa,ADV,,,,,	o
பெரு	JJ	B-NP	peVru,N,,,,,	o
நம்பிக்கையை	N_NN	I-NP	nampikkE,N,E-ACC,,,,	o
எல்லா	JJ	B-NP	eVl,N,,,,,	o
நடிகர்களுக்குள்ளும்	N_NN	I-NP	natikarkalYukkulYlYum,unk,,,,,,	o
விதைத்துத்தான்	N_NN	B-NP	viwEwwuwwAnY,unk,,,,,,	o
ஓட்டு	N_NN	B-NP	ottu,N,,,,,	o
வாங்கினார்	V_VM_VF	B-VGF	vAfku,V,PAST,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

செய்ததென்னவோ	RB	B-RBP	ceVywaweVnYnYavo,unk,,,,,,	{NF}
ஆட்சி	N_NN	B-NP	Atci,N,,,,,	o
மாற்றத்திற்கான	JJ	B-NP	mArYrYam,N,ku-DAT,,,,	o
விளம்பரத்தில்	N_NN	I-NP	vilYamparam,N,il-LOC,,,,	o
கிரிக்கெட்	N_NN	B-NP	kirikkeVt,N,,,,,	o
ஆடி	V_VM_VNF_VBN	B-VGNF	Atu,V,,,,,VBP	{/NF}
பணம்	N_NN	B-NP	paNam,N,,,,,	{RP}
பெற்றதோடு	V_VM_VNF_RP_PRP	B-VGNF	peVrYu,V,PAST,,,,RP-PRP	{/RP}
அவர்	PR_PRP	B-NP	avar,PN,,,,mf,	{MCL}
சேவை	N_NN	B-NP	cevE,N,,,,,	o
நின்றுபோனது	V_VM_VF	B-VGF	ninYrYuponYawu,unk,,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அதன்பிறகு	PR_PRP	B-NP	awanY,PN,pirYaku-PSP,,,,	{RP}
செய்ததெல்லாம்	V_VM_VNF_RP_PRP	B-VGNF	ceVywaweVllAm,unk,,,,,,	{/RP}
பத்திரிகை	N_NN	B-NP	pawwirikE,N,,,,,	{NF}
தொலைக்காட்சிகளில்	N_NN	I-NP	woVlEkkAtci,N,il-LOC,pl,,,	o
மிகைப்படுத்தப்பட்ட	RD_ECH	B-VGNF	mikEppatuwwu,V,PAST,,,,RP	o
விளம்பரப்	RD_ECH	I-VGNF	vilYamparam,N,a-ADJ,,,,	o
புகழைத்	RD_ECH	I-VGNF	pukalYY,N,E-ACC,,,,	o
தேடிக்கொண்டதோடு	RD_ECH	I-VGNF	wetikkoVlY,V,PAST,,,,RP-PRP	o
சரி.	RD_ECH	I-VGNF	cari.,unk,,,,,,	o
ஊர்	RD_ECH	I-VGNF	Ur,N,,,,,	o
ஊராகச்	RD_ECH	I-VGNF	Uru,N,Aka-ADV,,,,	o
சென்று	V_VM_VNF_VBN	I-VGNF	ceVl,V,,,,,VBP	{/NF}
நாடக	N_NN	B-NP	nAtakam,N,a-ADJ,,,,	{COM}
நடிகர்களின்	N_NN	I-NP	natikar,N,inY-GEN,pl,,,	o
வாழ்வில்	N_NN	B-NP	vAlYYvu,N,il-LOC,,,,	o
விளக்கேற்றுவேன்	V_VM_VF	B-VGF	vilYakkerYrYu,V,FUTURE,sg,1,c,	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	{/COM}
சொன்ன	V_VM_VNF_RP	B-VGNF	coVl,V,PAST,,,,RP	{MCL}
வாக்குறுதியை	N_NN	B-NP	vAkkurYuwi,N,E-ACC,,,,	o
பின்	PSP	B-BLK	pinY,N,,,,,	o
மறந்தே	V_VM_VNF_VBN	B-VGF	marYa,V,,,,,	o
போய்விட்டார்	V_VM_VF	I-VGF	poyvitu,V,PAST,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

