ஊஷ்L	N_NN	B-NP	URL,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	B-NP	8D,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஆ	RP_INJ	B-NP	AA,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
81	QT_QTC	B-NP	81,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆ3	QT_QTC	B-NP	A3,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்	QT_QTC	B-NP	BF,unk,,,,,,	o
/	RD_PUNC	I-NP	/,punc,,,,,,	o
அர்டிச்லே9606103	N_NN	I-NP	article9606103,unk,,,,,,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	o

ஏசே	PR_PRP	B-NP	ece,unk,,,,,,	o
மாற்றுத்திறன்	N_NN	B-NP	mArYrYuwwirYanY,N,,,,,	{MCL}
மாணவியை	N_NN	I-NP	mANavi,N,E-ACC,pl,,f,	o
மன	N_NN	B-NP	manYam,N,a-ADJ,,,,	o
உளைச்சலுக்கு	N_NN	I-NP	ulYEccal,N,ukku-DAT,,,,	o
உள்ளாக்கிய	JJ	B-NP	ulYlYAkku,V,PAST,,,,RP	o
தருமபுரி	N_NNP	I-NP	warumapuri,N,,,,,	o
ஆட்சியரை	N_NN	B-NP	Atciyar,N,E-ACC,pl,,,	o
இடமாற்றம்	N_NN	B-NP	itamArYrYam,N,,,,,	o
செய்க	V_VM_VNF_INF	B-VGNF	ceVy,V,,,,,INF	o
:	RD_PUNC	I-VGNF	:,punc,,,,,,	o
அன்புமணி	N_NNP	B-NP	anYpumaNi,N,,,,f,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
தி	N_NNP	B-NP	wi,N,,,,,	o
இந்து	N_NNP	I-NP	inwu,N,,,,,	o
à®	N_NNP	I-NP	à®,unk,,,,,,	o
à®©à¯à®ªà¯à®®à®£à®¿	N_NNP	I-NP	à®©à¯à®ªà¯à®®à®£à®¿,unk,,,,,,	o
|	RD_PUNC	I-NP	o	
à®ªà®à®®à¯	N_NN	B-NP	à®ªà®à®®à¯,unk,,,,,,	o
:	RD_PUNC	I-NP	:,punc,,,,,,	o
à®ªà®¿	N_NNP	B-NP	à®ªà®¿,unk,,,,,,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	{/MCL}

à®à¯à®¤à®¿	N_NNP	B-NP	à®à¯à®¤à®¿,unk,,,,,,	{COM}
à®°à®¾à®®à®²à®¿à®à¯à®à®®à¯	N_NNP	I-NP	à®°à®¾à®®à®²à®¿à®à¯à®à®®à¯,unk,,,,,,	o
(	RD_SYM	B-NP	(,punc,,,,,,	o
மாற்றுத்திறன்	N_NN	I-NP	mArYrYuwwirYanY,N,,,,,	o
மாணவியை	N_NN	I-NP	mANavi,N,E-ACC,pl,,f,	o
மன	N_NN	B-NP	manYam,N,a-ADJ,,,,	o
உளைச்சலுக்கு	N_NN	I-NP	ulYEccal,N,ukku-DAT,,,,	o
உள்ளாக்கிய	JJ	B-NP	ulYlYAkku,V,PAST,,,,RP	o
தருமபுரி	N_NNP	I-NP	warumapuri,N,,,,,	o
ஆட்சியரை	N_NN	B-NP	Atciyar,N,E-ACC,pl,,,	o
உடனடியாக	RB	B-RBP	utanYatiyAka,ADV,,,,,	o
இடமாற்றம்	N_NN	B-NP	itamArYrYam,N,,,,,	o
செய்ய	V_VM_VNF_INF	B-VGNF	ceVy,V,,,,,INF	o
வேண்டும்	V_VM_VF	I-VGNF	veNtum,V,,,,,	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	{/COM}
பாமக	N_NNP	B-NP	pAmaka,N,,,,,	{MCL}
இளைஞரணித்	N_NN	I-NP	ilYEFaraNi,N,,,,,	o
தலைவர்	N_NN	I-NP	walEvar,N,,,,mf,	o
அன்புமணி	N_NNP	B-NP	anYpumaNi,N,,,,f,	o
கூறியுள்ளார்	V_VM_VF	B-VGF	kUrYu,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இது	PR_PRP	B-NP	iwu,PN,,,,,	{RP}
தொடர்பாக	RB	B-RBP	woVtarpu,N,Aka-ADV,,,,	o
இன்று	N_NN	B-NP	inYrYu,N,,,,,	o
அவர்	PR_PRP	I-NP	avar,PN,,,,mf,	o
வெளியிட்ட	V_VM_VNF_RP	B-VGNF	veVlYiyitu,V,PAST,,,,RP	o
அறிக்கையில்	N_NN	B-NP	arYikkE,N,il-LOC,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	{/RP}
'	RD_SYM	B-NP	',punc,,,,,,	{NF}
'	RD_SYM	I-NP	',punc,,,,,,	o
தருமபுரி	N_NNP	B-NP	warumapuri,N,,,,,	o
மாவட்டம்	N_NN	I-NP	mAvattam,N,,,,,	o
இலக்கியம்பட்டி	N_NNP	B-NP	ilakkiyampatti,N,,,,,	o
அரசு	N_NN	I-NP	aracu,N,,,,,	o
உயர்நிலைப்பள்ளியில்	N_NN	B-NP	uyarnilEppalYlYi,N,il-LOC,,,,	o
கூடுதல்	N_NN	B-NP	kUtuwal,N,,,,,	o
நேரம்	N_NN	I-NP	neram,N,,,,,	o
பெற்று	V_VM_VNF_VBN	B-VGNF	peVrYu,V,,,,,VBP	{/NF}
தேர்வு	N_NN	B-NP	wervu,N,,,,,	{RP}
எழுதிய	V_VM_VNF_RP	B-VGNF	eVlYYuwu,V,PAST,,,,RP	o
மாற்றுத்திறன்	N_NN	B-NP	mArYrYuwwirYanY,N,,,,,	{MCL}
மாணவிக்கு	N_NN	I-NP	mANavi,N,kku-DAT,pl,,f,	o
மருத்துவ	N_NN	B-NP	maruwwuvam,N,a-ADJ,,,,	o
ஆய்வு	N_NN	I-NP	Ayvu,N,,,,,	o
என்ற	CC_CCS	B-CCP	eVnYrYa,ADV,,,,,	o
பெயரில்	N_NN	B-NP	peVyar,N,il-LOC,,,,	{/RP}
மாவட்ட	N_NN	B-NP	mAvatta,ADJ,,,,,	o
ஆட்சியர்	N_NN	I-NP	Atciyar,N,,pl,,,	o
விவேகானந்தன்	N_NN	I-NP	vivekAnYanwanY,N,,,,m,	o
தொல்லை	N_NN	B-NP	woVllE,N,,,,,	o
கொடுத்திருக்கிறார்	V_VM_VF	B-VGF	koVtuwwiru,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

பொதுத்தேர்வு	N_NN	B-NP	poVwuwwervu,N,,,,,	{MCL}
நேரத்தில்	N_NN	I-NP	neram,N,il-LOC,,,,	o
மாணவியை	N_NN	B-NP	mANavi,N,E-ACC,pl,,f,	o
தேவையற்ற	RP_NEG	B-NEGP	wevE,N,,,,,	o
மன	N_NN	B-NP	manYam,N,a-ADJ,,,,	o
உளைச்சலுக்கு	N_NN	I-NP	ulYEccal,N,ukku-DAT,,,,	o
உள்ளாக்கிய	JJ	B-NP	ulYlYAkku,V,PAST,,,,RP	o
தருமபுரி	N_NNP	I-NP	warumapuri,N,,,,,	o
மாவட்ட	N_NN	B-NP	mAvatta,ADJ,,,,,	o
ஆட்சியர்	N_NN	I-NP	Atciyar,N,,pl,,,	o
விவேகானந்தனின்	N_NN	I-NP	vivekAnYanwanY,N,inY-GEN,,,m,	o
இந்த	DM_DMR	B-NP	inwa,ADJ,,,,,	o
நடவடிக்கை	N_NN	I-NP	natavatikkE,N,,pl,,,	o
கண்டிக்கத்தக்கதாகும்	V_VM_VF	B-VGF	kaNtikkawwakkawAkum,unk,,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இலக்கியம்பட்டி	N_NNP	B-NP	ilakkiyampatti,N,,,,,	{CON}
அரசு	N_NN	I-NP	aracu,N,,,,,	o
உயர்நிலைப்பள்ளியில்	N_NN	I-NP	uyarnilEppalYlYi,N,il-LOC,,,,	o
பத்தாம்	QT_QTO	B-NP	pawwu,N,,,,,	o
வகுப்பு	N_NN	I-NP	vakuppu,N,,,,,	o
பயிலும்	N_NN	B-NP	payil,V,FUTURE,,,,RP	o
மாணவி	N_NN	I-NP	mANavi,N,,pl,,f,	o
சங்கமப்	N_NN	B-NP	cafkamam,N,a-ADJ,,,,	o
பிரியாவின்	N_NN	I-NP	piriyA,N,inY-GEN,,,,	o
வலது	N_NN	B-NP	valawu,N,,,,,	o
கையில்	N_NN	I-NP	kE,N,il-LOC,,,,	o
நரம்பு	N_NN	B-NP	narampu,N,,,,,	o
பிரச்சினை	N_NN	B-NP	piraccinYE,N,,,,,	o
இருப்பதால்	V_VM_VNF_COND	B-VGNF	iru,V,FUTURE,,,,COND	{/CON}
அவரால்	PR_PRP	B-NP	avar,PN,Al-INS,,,mf,	{MCL}
எழுதமுடியவில்லை	RP_NEG	B-VGF	eVlYYuwu,V,,,,,NEG	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இதனால்	CC_CCS	B-CCP	iwanYAl,CONJ,,,,,	{MCL}
இடது	N_NN	B-NP	itawu,N,,,,,	o
கையால்	N_NN	I-NP	kE,N,Al-INS,,,,	o
எழுதி	V_VM_VNF_VBN	B-VGF	eVlYYuwu,V,,,,,VBP	o
வருகிறார்	V_VM_VF	I-VGF	vA,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

வலது	N_NN	B-NP	valawu,N,,,,,	{INF}
கையால்	N_NN	I-NP	kE,N,Al-INS,,,,	o
எழுதும்	V_VM_VNF_RP	B-VGNF	eVlYYuwu,V,FUTURE,,,,RP	o
வேகத்திற்கு	N_NN	B-NP	vekam,N,ku-DAT,,,,	o
இடது	N_NN	B-NP	itawu,N,,,,,	o
கையால்	N_NN	B-NP	kE,N,Al-INS,,,,	o
எழுதமுடியாது	RP_NEG	B-NEGP	eVlYYuwu,V,,,,,NEG	o
என்பதாலும்	CC_CCS	B-CCP	eVnY,V,FUTURE,,,,COND	o
,	RD_PUNC	I-CCP	&comma;,punc,,,,,	o
வலது	N_NN	B-NP	valawu,N,,,,,	o
கையின்	N_NN	I-NP	kE,N,inY-GEN,,,,	o
செயல்பாடு	N_NN	I-NP	ceVyalpAtu,N,,,,,	o
40	QT_QTC	B-NP	40,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
பாதிக்கப்பட்ட	V_VM_VNF_RP	B-VGNF	pAwikkappatu,V,PAST,,,,RP	o
மாற்றுத்திறனாளி	N_NN	B-NP	mArYrYuwwirYanYAlYi,N,,,,,	o
என்பதாலும்	CC_CCS	B-CCP	eVnY,V,FUTURE,,,,COND	o
தேர்வை	N_NN	B-NP	wervu,N,E-ACC,,,,	o
முழுமையாக	RB	B-VGNF	mulYYumE,N,Aka-ADV,,,,	o
எழுதி	V_VM_VNF_VBN	I-VGNF	eVlYYuwu,V,,,,,VBP	o
முடிக்க	V_VM_VNF_INF	I-VGNF	muti,V,,,,,INF	{/INF}
அரசுத்	N_NN	B-NP	aracu,N,,,,,	{NF}
தேர்வுத்துறைக்கு	N_NN	I-NP	wervuwwurYE,N,kku-DAT,,,,	o
விண்ணப்பித்து	V_VM_VNF_VBN	B-VGNF	viNNappi,V,,,,,VBP	{/NF}
ஒரு	QT_QTC	B-NP	oVru,ADJ,,,,,	{MCL}
மணி	N_NN	I-NP	maNi,N,,,,,	o
கூடுதல்	N_NN	B-NP	kUtuwal,N,,,,,	o
நேரம்	N_NN	I-NP	neram,N,,,,,	o
வாங்கியிருக்கிறார்	V_VM_VF	B-VGF	vAfku,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

கடந்த	JJ	B-NP	katanwa,ADJ,,,,,	{RP}
8-ஆம்	QT_QTO	I-NP	8,num,,sg,,,	o
தேதி	N_NN	I-NP	wewi,N,,,,,	o
பத்தாம்	QT_QTO	B-NP	pawwu,N,,,,,	o
வகுப்பு	N_NN	I-NP	vakuppu,N,,,,,	o
பொதுத்தேர்வுகள்	N_NN	B-NP	poVwuwwervu,N,,pl,,,	o
தொடங்கிய	V_VM_VNF_RP	B-VGNF	woVtafku,V,PAST,,,,RP	o
நிலையில்	N_NN	B-NP	nilE,N,il-LOC,,,,	{/RP}
மாணவி	N_NN	B-NP	mANavi,N,,pl,,f,	{RP}
சங்கமப்	N_NN	B-NP	cafkamam,N,a-ADJ,,,,	o
பிரியா	N_NN	I-NP	piriyA,N,,,,,	o
தேர்வு	N_NN	B-NP	wervu,N,,,,,	o
எழுதிய	V_VM_VNF_RP	B-VGNF	eVlYYuwu,V,PAST,,,,RP	o
அறைக்கு	N_NN	B-NP	arYE,N,kku-DAT,,,,	{/RP}
சென்ற	JJ	B-NP	ceVnYrYa,ADJ,,,,,	o
வருவாய்த்துறை	N_NN	I-NP	varuvAywwurYE,N,,,,,	o
அதிகாரிகள்	N_NN	I-NP	awikAri,N,,pl,,,	o
சிலர்	N_NN	B-NP	cilar,N,,,,,	o
அவரிடம்	PR_PRP	B-NP	avar,PN,itam-LOC,,,mf,	o
விசாரணை	N_NN	B-NP	vicAraNE,N,,,,,	o
என்ற	CC_CCS	B-CCP	eVnYrYa,ADV,,,,,	o
பெயரில்	N_NN	B-NP	peVyar,N,il-LOC,,,,	o
அவரை	PR_PRP	B-NP	avar,PN,E-ACC,,,mf,	o
தொல்லை	N_NN	B-NP	woVllE,N,,,,,	o
செய்துள்ளனர்	V_VM_VF	B-VGF	ceVy,V,PRESENT,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அவரை	PR_PRP	B-NP	avar,PN,E-ACC,,,mf,	{NF}
பல	QT_QTF	B-NP	pala,ADJ,,,,,	o
கோணங்களில்	N_NN	I-NP	koNam,N,il-LOC,pl,,,	o
நிற்க	V_VM_VNF_INF	B-VGNF	nil,V,,,,,INF	o
வைத்து	V_VM_VNF_VBN	I-VGNF	vE,V,,,,,VBP	{/NF}
புகைப்படம்	N_NN	B-NP	pukEppatam,N,,,,,	{MCL}
எடுத்துள்ளனர்	V_VM_VF	B-VGF	eVtu,V,PRESENT,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இதனால்	CC_CCS	B-CCP	iwanYAl,CONJ,,,,,	o
மன	N_NN	B-NP	manYam,N,a-ADJ,,,,	{MCL}
உளைச்சலுக்கு	N_NN	I-NP	ulYEccal,N,ukku-DAT,,,,	o
ஆளான	JJ	B-NP	AlY,N,AnYa-ADJ,,,m,	o
மாணவியால்	N_NN	I-NP	mANavi,N,Al-INS,pl,,f,	o
சரியாக	RB	B-RBP	cari,N,Aka-ADV,,,,	o
தேர்வு	N_NN	B-NP	wervu,N,,,,,	o
எழுத	V_VM_VNF_INF	B-VGNF	eVlYYuwu,V,,,,,INF	o
முடியவில்லை	RP_NEG	I-VGNF	muti,V,,,,,NEG	{/MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	o

அதன்பின்	PR_PRP	B-NP	awanY,PN,pinY-PSP,,,,	{RP}
கடந்த	JJ	B-NP	katanwa,ADJ,,,,,	o
23-ஆம்	QT_QTO	I-NP	23,num,,sg,,,	o
தேதி	N_NN	I-NP	wewi,N,,,,,	o
சங்கமப்பிரியாவின்	N_NN	B-NP	cafkamappiriyAvinY,unk,,,,,,	o
வீட்டிற்கு	N_NN	I-NP	vIt,N,ku-DAT,,,,	o
சென்ற	JJ	B-NP	ceVnYrYa,ADJ,,,,,	o
அரசு	N_NN	I-NP	aracu,N,,,,,	o
மருத்துவக்கல்லூரி	N_NN	I-NP	maruwwuvakkallUri,N,,,,,	o
ஊழியர்கள்	N_NN	I-NP	UlYYiyar,N,,pl,,,	o
இருவர்	N_NN	I-NP	iruvar,N,,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
24-ஆம்	QT_QTO	B-NP	24,num,,sg,,,	o
தேதி	N_NN	I-NP	wewi,N,,,,,	o
விசாரணைக்காக	RB	B-RBP	vicAraNE,N,kku-DAT,,,,	o
மருத்துவக்கல்லூரி	N_NN	B-NP	maruwwuvakkallUri,N,,,,,	o
மருத்துவமனைக்கு	N_NN	I-NP	maruwwuvamanYE,N,kku-DAT,,,,	o
வரும்படி	V_VM_VNF_RP_PSP	B-VGNF	vA,V,FUTURE,,,,RP-PSP-PSP	{/RP}
சம்மன்	N_NNP	B-NP	cammanY,N,,,,,	{MCL}
வழங்கிச்	V_VM_VNF_VBN	B-VGF	valYYafku,V,,,,,VBP	o
சென்றுள்ளனர்	V_VM_VF	I-VGF	ceVl,V,PRESENT,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இந்த	DM_DMR	B-NP	inwa,ADJ,,,,,	{MCL}
அத்துமீறல்கள்	N_NN	I-NP	awwumIrYal,N,,pl,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
கொடுமைகள்	N_NN	B-NP	koVtumE,N,,pl,,,	o
அனைத்துமே	N_NN	I-NP	anYEwwum,N,,,,,	o
தருமபுரி	N_NNP	B-NP	warumapuri,N,,,,,	o
மாவட்ட	N_NN	B-NP	mAvatta,ADJ,,,,,	o
ஆட்சியர்	N_NN	I-NP	Atciyar,N,,pl,,,	o
விவேகானந்தன்	N_NN	I-NP	vivekAnYanwanY,N,,,,m,	o
ஆணைப்படியே	N_NN	B-NP	ANEppatiye,unk,,,,,,	o
நடந்துள்ளன	V_VM_VF	B-VGF	nata,V,PRESENT,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இதனால்	CC_CCS	B-NP	iwanYAl,CONJ,,,,,	{RP}
பாதிக்கப்பட்ட	V_VM_VNF_RP	B-VGNF	pAwikkappatu,V,PAST,,,,RP	o
மாணவி	N_NN	B-NP	mANavi,N,,pl,,f,	{/RP}
சங்கமப்	N_NN	B-NP	cafkamam,N,a-ADJ,,,,	o
பிரியா	N_NN	I-NP	piriyA,N,,,,,	o
மாவட்டஆட்சியர்	N_NN	B-NP	mAvattaAtciyar,N,,,,,	o
மீது	PSP	B-BLK	mIwu,PSP,,,,,	o
சைல்டு	N_NN	B-NP	cEltu,N,,,,,	o
ஹெல்ப்லைனில்	N_NN	I-NP	heVlplEnY,N,il-LOC,,,,	o
புகார்	N_NN	B-NP	pukAr,N,,,,,	o
செய்துள்ளதாக	RB	B-RBP	ceVy,V,PRESENT,sg,3,n,RP-PRP	o
செய்திகள்	N_NN	B-NP	ceVywikalY,N,,,,,	o
வெளியாகியுள்ளன	V_VM_VF	B-VGF	veVlYiyAku,V,PRESENT,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

மாணவி	N_NN	B-NP	mANavi,N,,pl,,f,	{MCL}
சங்கமப்	N_NN	I-NP	cafkamam,N,a-ADJ,,,,	o
பிரியாவை	N_NN	I-NP	piriyA,N,E-ACC,,,,	o
ஆட்சியர்	N_NN	B-NP	Atciyar,N,,pl,,,	o
கொடுமைப்படுத்துவதன்	N_NNP	B-NP	koVtumEppatuwwu,V,FUTURE,,,,RP-PRP	o
பின்னணியில்	N_NN	I-NP	pinYnYaNi,N,il-LOC,,,,	o
ஊழல்	N_NN	B-NP	UlYYal,N,,,,,	o
குற்றச்சாட்டுகள்	N_NN	I-NP	kurYrYaccAttu,N,,pl,,,	o
உள்ளன	V_VM_VF	B-VGF	ulY,V,PRESENT,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

சங்கமப்	N_NN	B-NP	cafkamam,N,a-ADJ,,,,	{MCL}
பிரியாவின்	N_NN	I-NP	piriyA,N,inY-GEN,,,,	o
தாயார்	N_NN	I-NP	wAyAr,N,,,,f,	o
மகேஸ்வரி	N_NNP	B-NP	makesvari,N,,,,f,	o
தருமபுரி	N_NNP	I-NP	warumapuri,N,,,,,	o
மாவட்ட	N_NN	B-NP	mAvatta,ADJ,,,,,	o
முதன்மைக்	N_NN	I-NP	muwanYmE,N,,,,,	o
கல்வி	N_NN	I-NP	kalvi,N,,,,,	o
அலுவலராக	RB	B-VGF	aluvalar,N,Aka-ADV,,,,	o
பணியாற்றி	V_VM_VNF_VBN	I-VGF	paNiyArYrYu,V,,,,,VBP	o
வருகிறார்	V_VM_VF	I-VGF	vA,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

தருமபுரி	N_NNP	B-NP	warumapuri,N,,,,,	{RP}
மாவட்டத்திற்கு	N_NN	I-NP	mAvattam,N,ku-DAT,,,,	o
ஒதுக்கப்பட்ட	V_VM_VNF_RP	B-VGNF	oVwukku,V,PAST,,,,RP	o
சமச்சீர்	N_NN	B-NP	camaccIr,N,,,,,	{MCL}
கல்வி	N_NN	I-NP	kalvi,N,,,,,	o
வளர்ச்சி	N_NN	B-NP	valYarcci,N,,,,,	o
நிதியில்	N_NN	I-NP	niwi,N,il-LOC,,,,	o
ரூ.20	QT_QTC	B-NP	rU.20,num,,,,,,	o
லட்சத்தை	N_NN	I-NP	latcam,N,E-ACC,,,,	o
சில	QT_QTF	B-NP	cila,ADJ,,,,,	o
தனியார்	N_NN	I-NP	wanYiyAr,N,,,,,	o
புகைப்பட	V_VM_VNF_INF	B-VGNF	pukEppatam,N,a-ADJ,,,,	o
,	RD_PUNC	I-VGNF	&comma;,punc,,,,,	o
வீடியோ	N_NN	B-NP	vItiyo,N,,,,,	o
நிறுவனங்களுக்கு	N_NN	B-NP	nirYuvanYam,N,ukku-DAT,pl,,,	o
வழங்கும்படி	V_VM_VNF_RP_PSP	B-VGNF	valYYafku,V,FUTURE,,,,RP-PSP-PSP	{/RP}
முதன்மைக்	N_NN	B-NP	muwanYmE,N,,,,,	o
கல்வி	N_NN	I-NP	kalvi,N,,,,,	o
அலுவலரை	N_NN	I-NP	aluvalar,N,E-ACC,,,,	o
மாவட்ட	N_NN	B-NP	mAvatta,ADJ,,,,,	o
ஆட்சியர்	N_NN	I-NP	Atciyar,N,,pl,,,	o
கட்டாயப்படுத்தியுள்ளார்	V_VM_VF	B-VGF	kattAyappatuwwu,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

ஆனால்	CC_CCD	B-CCP	AnYAl,CONJ,,,,,	{MCL}
,	RD_PUNC	I-CCP	&comma;,punc,,,,,	o
அதற்கு	PR_PRP	B-NP	awu,PN,ku-DAT,,,,	o
மகேஸ்வரி	N_NNP	B-NP	makesvari,N,,,,f,	o
மறுத்ததுடன்	N_NN	I-NP	marYu,V,PAST,,,,RP-PRP	o
மாவட்ட	N_NN	B-NP	mAvatta,ADJ,,,,,	o
ஆட்சியரின்	N_NN	I-NP	Atciyar,N,inY-GEN,pl,,,	o
ஊழலுக்கு	N_NN	I-NP	UlYYal,N,ukku-DAT,,,,	o
எதிராகவும்	RB	B-VGF	eVwir,N,Aka-ADV,,,,	o
பேசியதாக	RB	I-VGF	pecu,V,PAST,sg,3,n,RP-PRP	o
கூறப்படுகிறது	V_VM_VF	I-VGF	kUrYu,V,PRESENT,sg,3,n,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இதை	PR_PRP	B-NP	iwu,PN,E-ACC,,,,	{NF}
மனதில்	N_NN	B-NP	manYawu,N,il-LOC,,,,	o
வைத்துக்	V_VM_VNF_VBN	B-VGNF	vE,V,,,,,VBP	o
கொண்டு	V_VM_VNF_VBN	I-VGNF	koVlY,V,,,,,VBP	{/NF}
மகேஸ்வரியை	N_NN	B-NP	makesvari,N,E-ACC,,,f,	{COM}
பழிவாங்க	V_VM_VNF_INF	B-VGNF	palYYivAfku,V,,,,,INF	o
வேண்டும்	V_VM_VF	I-VGNF	veNtum,V,,,,,	o
என்பதற்காகவே	RB	B-RBP	eVnY,V,FUTURE,,,,RP-PRP	o
அவரது	PR_PRP	B-NP	avar,PN,awu-GEN,,,mf,	o
மகள்	N_NN	B-NP	makalY,N,,,,,	o
சங்கமப்	N_NN	I-NP	cafkamam,N,a-ADJ,,,,	o
பிரியாவுக்கு	N_NN	I-NP	piriyA,N,ukku-DAT,,,,	o
மாவட்ட	N_NN	B-NP	mAvatta,ADJ,,,,,	o
ஆட்சியர்	N_NN	I-NP	Atciyar,N,,pl,,,	o
தொல்லை	N_NN	B-NP	woVllE,N,,,,,	o
கொடுத்திருக்கிறார்	V_VM_VF	B-VGF	koVtuwwiru,V,PRESENT,sg,3,c,	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	{/COM}
தெரியவந்துள்ளது	V_VM_VF	B-VGF	weVri,V,PRESENT,sg,3,n,RP-PRP	{MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

மாற்றுத்திறன்	N_NN	B-NP	mArYrYuwwirYanY,N,,,,,	{RP}
காரணமாக	RB	B-RBP	kAraNam,N,Aka-ADV,,,,	o
தருமபுரி	N_NNP	B-NP	warumapuri,N,,,,,	o
மாவட்டத்தில்	N_NN	I-NP	mAvattam,N,il-LOC,,,,	o
46	QT_QTC	B-NP	46,num,,,,,,	o
மாணவ	N_NN	I-NP	mANavanY,N,a-ADJ,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
மாணவியர்	N_NN	B-NP	mANaviyar,N,,,,,	o
கூடுதல்	N_NN	B-NP	kUtuwal,N,,,,,	o
நேரம்	N_NN	I-NP	neram,N,,,,,	o
பெற்றுள்ள	V_VM_VNF_RP	B-VGNF	peVrYu,V,PRESENT,,,,RP	o
நிலையில்	N_NN	B-NP	nilE,N,il-LOC,,,,	{MCL}
,	RD_PUNC	I-NP	&comma;,punc,,,,,	{/RP}
சங்கமப்	N_NN	B-NP	cafkamam,N,a-ADJ,,,,	{RP}
பிரியாவுக்கு	N_NN	I-NP	piriyA,N,ukku-DAT,,,,	o
மட்டும்	PSP	B-BLK	mattu,N,,,,,	o
ஆட்சியர்	N_NN	B-NP	Atciyar,N,,pl,,,	o
தொல்லை	N_NN	I-NP	woVllE,N,,,,,	o
