ஊஷ்L	N_NN	B-NP	URL,unk,,,,,,	o
:	RD_PUNC	I-NP	:,punc,,,,,,	o
ஹ்ட்ட்ப்	N_NN	B-NP	http,N,,,,,	o
:	RD_PUNC	I-NP	:,punc,,,,,,	o
/	RD_PUNC	B-NP	/,punc,,,,,,	o
/	RD_PUNC	I-NP	/,punc,,,,,,	o
டமில்	N_NN	B-NP	tamil,unk,,,,,,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	o

ஓநேஇந்dஇஅ	N_NN	B-NP	oneindia,unk,,,,,,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	o

சோம்	N_NN	B-NP	com,N,,,,,	{MCL}
/	RD_PUNC	I-NP	/,punc,,,,,,	o
நேத்ஸ்	N_NN	B-NP	news,unk,,,,,,	o
/	RD_PUNC	I-NP	/,punc,,,,,,	o
டமில்நdஉ	N_NN	I-NP	tamilnadu,unk,,,,,,	o
/	RD_PUNC	I-NP	/,punc,,,,,,	o
ஸ்டுdஏந்ட்ஸ்-ஸ்டர்ட்ஸ்-ப்ரோடேஸ்ட்-மரிந-ஸுப்போர்டிந்g	N_NNP	B-NP	students-starts-protest-marina-supporting,unk,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
ஙர்மேர்ஸ்-278258	V_VM_VF	B-VGF	farmers-278258,unk,,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

ஹ்ட்ம்ல்	N_NN	B-NP	html,N,,,,,	{MCL}
விவசாயிகளுக்காக	RB	B-RBP	vivacAyi,N,,pl,,,	o
மெரினாவில்	N_NN	B-NP	meVrinYA,N,il-LOC,,,,	o
தொடங்கியது	V_VM_VNF_RP_PRP	B-VGNF	woVtafku,V,PAST,sg,3,n,RP-PRP	o
மாணவர்களின்	N_NN	B-NP	mANavar,N,inY-GEN,pl,,,	o
போராட்டம்	N_NN	I-NP	porAttam,N,,,,,	o
!	RD_PUNC	I-NP	!,punc,,,,,,	{/MCL}

திடீரென	RB	B-RBP	witIreVnYa,ADV,,,,,	{CON}
கடலில்	N_NN	B-NP	katal,N,il-LOC,,,,	o
இறங்கியதால்	V_VM_VNF_COND	B-VGNF	irYafku,V,PAST,,,,COND	{/CON}
பதற்றம்	N_NN	B-NP	pawarYrYam,N,,,,,	o
!	RD_PUNC	I-NP	!,punc,,,,,,	o
!	RD_PUNC	I-NP	!,punc,,,,,,	{/MCL}

சென்னை	N_NNP	B-NP	ceVnYnYE,N,,,,,	{NF}
:	RD_PUNC	I-NP	:,punc,,,,,,	o
டெல்லியில்	N_NNP	B-NP	teVlli,N,il-LOC,,,,	o
போராடும்	V_VM_VNF_RP	B-VGNF	porAtu,V,FUTURE,,,,RP	o
தமிழக	N_NNP	B-NP	wamilYYaka,ADJ,,,,,	o
விவசாயிகளுக்கு	N_NN	I-NP	vivacAyi,N,ukku-DAT,pl,,,	o
ஆதரவாக	RB	B-RBP	Awaravu,N,Aka-ADV,,,,	o
