ஊஷ்L	N_NN	B-NP	URL,unk,,,,,,	o
பார்வையாளராக	RB	B-RBP	pArvEyAlYar,N,Aka-ADV,,,,	o
சமீர்	N_NN	B-NP	camIr,N,,,,,	o
டேக்கிரி	N_NNP	B-NP	tekkiri,unk,,,,,,	o
வால்	N_NNP	I-NP	vAl,N,,,,,	o
(	RD_SYM	B-NP	(,punc,,,,,,	o
9445036533	RD_RDF	I-NP	9445036533,num,,,,,,	o
)	RD_SYM	I-NP	),punc,,,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
மல்லிகார்ஜூன்	N_NNP	B-NP	mallikArjUnY,unk,,,,,,	o
உத்துரே	N_NNP	I-NP	uwwure,unk,,,,,,	o
(	RD_SYM	B-NP	(,punc,,,,,,	o
9445036536	QT_QTC	I-NP	9445036536,num,,,,,,	o
)	RD_SYM	I-NP	),punc,,,,,,	o
ஆகி	V_VM_VNF_VBN	B-VGNF	Aku,V,,,,,VBP	{/NF}
யோரை	N_NN	B-NP	yorE,unk,,,,,,	{MCL}
இந்திய	N_NNP	B-NP	inwiya,ADJ,,,,,	o
தேர்தல்	N_NN	I-NP	werwal,N,,,,,	o
ஆணையம்	N_NN	I-NP	ANEyam,N,,,,,	o
நியமித்துள்ளது	V_VM_VF	B-VGF	niyami,V,PRESENT,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

தேர்தல்	N_NN	B-NP	werwal,N,,,,,	{INF}
தொடர்பான	JJ	I-NP	woVtarpu,N,AnYa-ADJ,,,,	o
புகார்களை	N_NN	I-NP	pukAr,N,E-ACC,pl,,,	o
தெரிவிக்க	V_VM_VNF_INF	B-VGNF	weVrivi,V,,,,,INF	{/INF}
பொது	N_NN	B-NP	poVwu,N,,,,,	{MCL}
பார்வையாளரின்	N_NN	I-NP	pArvEyAlYar,N,inY-GEN,,,,	o
கட்டுப்பாட்டு	N_NN	I-NP	kattuppAtu,N,u-GEN,,,,	o
அறை	N_NN	I-NP	arYE,N,,,,,	o
சேப்பாக்கம்	N_NNP	B-NP	ceppAkkam,N,,,,,	o
அரசு	N_NN	I-NP	aracu,N,,,,,	o
விருந்தினர்	N_NN	B-NP	virunwinYar,N,,,,,	o
மாளிகையில்	N_NN	B-NP	mAlYikE,N,il-LOC,pl,,,	o
இயங்கி	V_VM_VNF_VBN	B-VGF	iyafku,V,,,,,VBP	o
வருகிறது	V_VM_VF	I-VGF	vA,V,PRESENT,sg,3,n,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அதில்	PR_PRP	B-NP	awu,PN,il-LOC,,,,	{MCL}
044	QT_QTC	B-NP	044,num,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
25333093	QT_QTC	B-NP	25333093,num,,,,,,	o
என்ற	CC_CCS	B-CCP	eVnYrYa,ADV,,,,,	o
எண்ணில்	N_NN	B-NP	eVN,N,il-LOC,,,,	o
தொலைபேசி	N_NN	B-NP	woVlEpeci,N,,,,,	o
வாயிலாக	RB	B-RBP	vAyil,N,Aka-ADV,,,,	o
நேரடியாக	RB	I-RBP	nerati,N,Aka-ADV,,,,	o
புகார்	N_NN	B-NP	pukAr,N,,,,,	o
மற்றும்	CC_CCD	B-CCP	marYrYum,CONJ,,,,,	o
ஆலோசனைகளை	N_NN	B-NP	AlocanYE,N,E-ACC,pl,,,	o
மாலை	N_NN	B-NP	mAlE,N,,,,,	o
5	QT_QTC	I-NP	5,num,,,,,,	o
முதல்	PSP	B-BLK	muwal,N,,,,,	o
6	QT_QTC	B-NP	6,num,,,,,,	o
மணி	N_NN	I-NP	maNi,N,,,,,	o
வரை	PSP	B-BLK	varE,PSP,,,,,	o
தெரிவிக்கலாம்	V_VM_VF	B-VGF	weVrivi,V,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இந்த	DM_DMR	B-NP	inwa,ADJ,,,,,	{INF}
இடைத்தேர்தலில்	N_NN	I-NP	itEwwerwal,N,il-LOC,,,,	o
போட்டி	N_NN	B-NP	potti,N,,,,,	o
யிடும்	V_VM_VNF_RP	B-VGNF	yitum,unk,,,,,,	o
வேட்பாளர்களின்	N_NN	B-NP	vetpAlYar,N,inY-GEN,pl,,,	o
தேர்தல்	N_NN	B-NP	werwal,N,,,,,	o
செலவினங்களை	N_NN	I-NP	ceVlavinYam,N,E-ACC,pl,,,	o
கண்காணிக்க	V_VM_VNF_INF	B-VGNF	kaNkANi,V,,,,,INF	{/INF}
3	QT_QTC	B-NP	3,num,,,,,,	{/RP}
பறக்கும்	V_VM_VNF_RP	B-VGNF	parYa,V,FUTURE,,,,RP	{RP}
படைகள்	N_NN	B-NP	patE,N,,pl,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	{/RP}
3	QT_QTC	B-NP	3,num,,,,,,	{COM}
நிலையான	JJ	I-NP	nilE,N,AnYa-ADJ,,,,	o
கண்காணிப்புக்	N_NN	I-NP	kaNkANippu,N,,,,,	o
குழுக்கள்	N_NN	I-NP	kulYYu,N,,pl,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
2	QT_QTC	B-NP	2,num,,,,,,	o
வீடியோ	N_NN	I-NP	vItiyo,N,,,,,	o
கண்காணிப்புக்	N_NN	I-NP	kaNkANippu,N,,,,,	o
குழுக்கள்	N_NN	I-NP	kulYYu,N,,pl,,,	o
என	CC_CCS	B-CCP	eVnYa,ADV,,,,,	{/COM}
8	QT_QTC	B-NP	8,num,,,,,,	{RP}
குழுக்கள்	N_NN	I-NP	kulYYu,N,,pl,,,	o
இயங்கி	V_VM_VNF_VBN	B-VGNF	iyafku,V,,,,,VBP	o
வருகின்	V_VM_VNF_RP_PRP	I-VGNF	varukinY,unk,,,,,,	{/RP}
றன.	N_NNP	B-NP	rYanYa.,unk,,,,,,	{/RP}
தற்போது	RB	B-RBP	warYpowu,ADV,,,,,	{RP}
கூடுதலாக	RB	I-RBP	kUtuwal,N,Aka-ADV,,,,	o
4	QT_QTC	B-NP	4,num,,,,,,	o
நிலை	N_NN	I-NP	nilE,N,,,,,	o
யான	JJ	B-NP	yAnYam,N,a-ADJ,,,,	o
கண்காணிப்பு	N_NN	I-NP	kaNkANippu,N,,,,,	o
குழுக்கள்	N_NN	I-NP	kulYYu,N,,pl,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
6	QT_QTC	B-NP	6,num,,,,,,	o
பறக்கும்	V_VM_VNF_RP	B-VGNF	parYa,V,FUTURE,,,,RP	o
படைகள்	N_NN	B-NP	patE,N,,pl,,,	{MCL}
,	RD_PUNC	I-NP	&comma;,punc,,,,,	{/RP}
3	QT_QTC	B-NP	3,num,,,,,,	o
வீடியோ	N_NN	I-NP	vItiyo,N,,,,,	o
கண்காணிப்பு	N_NN	I-NP	kaNkANippu,N,,,,,	o
குழுக்கள்	N_NN	B-NP	kulYYu,N,,pl,,,	o
அமைக்	N_NN	B-NP	amE,V,,,,,	o
கப்பட்டுள்ளன	V_VM_VF	B-VGF	kappattulYlYanYa,unk,,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இரவு	N_NN	B-NP	iravu,N,,,,,	{INF}
நேர	V_VM_VNF_INF	B-VGNF	ner,V,,,,,INF	{/INF}
கண்	N_NN	B-NP	kaN,N,,,,,	{MCL}
காணிப்புக்காக	RB	B-RBP	kANippukkAka,unk,,,,,,	o
மட்டும்	PSP	B-BLK	mattu,N,,,,,	o
4	QT_QTC	B-NP	4,num,,,,,,	o
பறக்கும்	V_VM_VNF_RP	B-VGNF	parYa,V,FUTURE,,,,RP	o
படைகள்	N_NN	B-NP	patE,N,,pl,,,	o
இயங்கும்	V_VM_VF	B-VGF	iyafku,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

தேர்தல்	N_NN	B-NP	werwal,N,,,,,	{NF}
தொடர்பான	JJ	I-NP	woVtarpu,N,AnYa-ADJ,,,,	o
புகார்கள்	N_NN	I-NP	pukAr,N,,pl,,,	o
மற்றும்	CC_CCD	B-CCP	marYrYum,CONJ,,,,,	o
ஆலோசனைகளை	N_NN	B-NP	AlocanYE,N,E-ACC,pl,,,	o
1800	QT_QTC	I-NP	1800,num,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
4257012	QT_QTC	B-NP	4257012,num,,,,,,	o
என்ற	CC_CCS	B-CCP	eVnYrYa,ADV,,,,,	o
கட்டணமில்லா	N_NN	B-NP	kattaNam,N,,,,,	o
தொலைபேசி	N_NN	I-NP	woVlEpeci,N,,,,,	o
எண்ணில்	N_NN	B-NP	eVN,N,il-LOC,,,,	o
தொடர்பு	N_NN	B-NP	woVtarpu,N,,,,,	o
கொண்டு	V_VM_VNF_VBN	B-VGNF	koVlY,V,,,,,VBP	{/NF}
கட்டுப்பாட்டு	N_NN	B-NP	kattuppAtu,N,u-GEN,,,,	{MCL}
அறைக்கு	N_NN	I-NP	arYE,N,kku-DAT,,,,	o
தெரிவிக்கலாம்	V_VM_VF	B-VGF	weVrivi,V,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இவ்வாறு	RB	B-RBP	ivvArYu,ADV,,,,,	{MCL}
செய்திக்குறிப்பில்	N_NN	B-NP	ceVywikkurYippu,N,il-LOC,,,,	o
கூறப்பட்டுள்ளது	V_VM_VF	B-VGF	kUrYu,V,PRESENT,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

கடந்தாண்டு	N_NN	B-NP	katanwANtu,N,,,,,	{MCL}
இறுதியில்	N_NN	I-NP	irYuwi,N,il-LOC,,,,	o
அரவக்	N_NN	B-NP	aravam,N,a-ADJ,,,,	o
குறிச்சி	N_NN	I-NP	kurYicci,N,,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
தஞ்சை	N_NNP	B-NP	waFcE,N,,,,,	o
மற்றும்	CC_CCD	B-CCP	marYrYum,CONJ,,,,,	o
திருப்பரங்	N_NN	B-NP	wirupparaf,unk,,,,,,	o
குன்றம்	N_NN	I-NP	kunYrYam,N,,,,,	o
தொகுதிகளுக்கான	JJ	B-NP	woVkuwi,N,ukku-DAT,pl,,,	o
தேர்தல்	N_NN	I-NP	werwal,N,,,,,	o
நடத்தப்பட்டது	V_VM_VF	B-VGF	natawwu,V,PAST,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அப்போது	RB	B-RBP	appowu,ADV,,,,,	{MCL}
,	RD_PUNC	I-RBP	&comma;,punc,,,,,	o
ஒவ்வொரு	JJ	B-NP	oVvvoVru,ADJ,,,,,	o
தொகுதிக்கும்	N_NN	I-NP	woVkuwi,N,kku-DAT,,,,	o
தனித்	N_NN	B-NP	wanYi,ADV,,,,,	o
தனியாக	RB	B-RBP	wanYiyAka,ADV,,,,,	o
பார்வையாளர்கள்	N_NN	B-NP	pArvEyAlYar,N,,pl,,,	o
நியமிக்	V_VM_VNF_VBN	B-VGF	niyami,V,,,,,	o
கப்பட்டனர்	V_VM_VF	I-VGF	kappattanYar,unk,,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அதே	PR_PRP	B-NP	awu,PN,,,,,	{MCL}
போல்	PSP	B-BLK	pol,PSP,,,,,	o
ஆர்.கே.நகருக்கும்	N_NNP	B-NP	Ar.ke.nakar,N,ukku-DAT,,,,	o
பார்வை	N_NN	B-NP	pArvE,N,,,,,	o
யாளர்கள்	N_NN	B-NP	yAlYarkalY,unk,,,,,,	o
நியமிக்கப்பட்டனர்	V_VM_VF	B-VGF	niyami,V,PAST,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இந்நிலையில்	N_NN	B-NP	innilE,N,il-LOC,,,,	{MCL}
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
வாக்காளர்களுக்கு	N_NN	B-NP	vAkkAlYar,N,ukku-DAT,pl,,,	o
அதிகளவில்	N_NN	B-NP	awikalYavu,N,il-LOC,,,,	o
பணம்	N_NN	B-NP	paNam,N,,,,,	o
விநியோகிப்ப	N_NN	I-NP	viniyokippa,unk,,,,,,	o
தாக	RB	B-RBP	wA,V,,,,,INF	o
,	RD_PUNC	I-RBP	&comma;,punc,,,,,	o
தேர்தல்	N_NN	B-NP	werwal,N,,,,,	o
ஆணையத்தில்	N_NN	I-NP	ANEyam,N,il-LOC,,,,	o
ஓபிஎஸ்	N_NN	B-NP	opieVs,unk,,,,,,	o
அணியினர்	N_NN	I-NP	aNiyinYar,N,,,,,	o
புகார்	N_NN	B-NP	pukAr,N,,,,,	o
அளித்	V_VM_VNF_VBN	B-VGF	alYi,V,,,,,	o
தனர்	V_VM_VF	I-VGF	wanYar,unk,,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அதன்	PR_PRP	B-NP	awanY,PN,,,,,	{MCL}
அடிப்படையில்	N_NN	I-NP	atippatE,N,il-LOC,,,,	o
தற்போது	RB	B-RBP	warYpowu,ADV,,,,,	o
சிறப்பு	N_NN	B-NP	cirYappu,N,,,,,	o
பார்வை	N_NN	I-NP	pArvE,N,,,,,	o
யாளர்கள்	N_NN	B-NP	yAlYarkalY,unk,,,,,,	o
நியமிக்கப்பட்டுள்ளனர்	V_VM_VF	B-VGF	niyami,V,PRESENT,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

மின்னணு	N_NN	B-NP	minYnYaNu,N,,,,,	{MCL}
இயந்திரங்கள்	N_NN	I-NP	iyanwiram,N,,pl,,,	o
நாளை	N_NN	B-NP	nAlYE,N,,,,,	o
ஒதுக்கீடு	N_NN	I-NP	oVwukkItu,N,,,,,	o
ஆர்.கே.நகர்	N_NNP	B-NP	Ar.ke.nakar,N,,,,,	o
தொகுதியில்	N_NN	I-NP	woVkuwi,N,il-LOC,,,,	o
256	QT_QTC	B-NP	256,num,,,,,,	o
வாக்குச்சாவடிகள்	N_NN	I-NP	vAkkuccAvati,N,,pl,,,	o
அமைக்கப்பட்டுள்ளன	V_VM_VF	B-VGF	amE,V,PRESENT,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

மொத்தம்	N_NN	B-NP	moVwwam,N,,,,,	{MCL}
62	QT_QTC	B-NP	62,num,,,,,,	o
வேட்பாளர்கள்	N_NN	I-NP	vetpAlYar,N,,pl,,,	o
களத்தில்	N_NN	B-NP	kalYam,N,il-LOC,,,,	o
உள்ளனர்	V_VM_VF	B-VGF	ulY,V,PRESENT,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

ஒரு	QT_QTC	B-NP	oVru,ADJ,,,,,	o
மின்னணு	N_NN	I-NP	minYnYaNu,N,,,,,	o
வாக்குப்பதிவு	N_NN	I-NP	vAkkuppawivu,N,,,,,	o
இயந்திரத்தில்	N_NN	I-NP	iyanwiram,N,il-LOC,,,,	o
14	QT_QTC	B-NP	14,num,,,,,,	{MCL}
வேட்பாளர்களின்	N_NN	I-NP	vetpAlYar,N,inY-GEN,pl,,,	o
பெயர்	N_NN	I-NP	peVyar,N,,,,,	o
மட்டுமே	PSP	B-BLK	mattu,N,,,,,	o
இடம்	N_NN	B-NP	itam,N,,,,,	o
பெற	V_VM_VNF_INF	B-VGNF	peVrYu,V,,,,,INF	o
முடியும்	V_VM_VF	I-VGNF	muti,V,FUTURE,sg,3,n,	o
என்பதால்	CC_CCS	B-CCP	eVnY,V,FUTURE,,,,COND	o
,	RD_PUNC	I-CCP	&comma;,punc,,,,,	o
ஒவ்வொரு	JJ	B-NP	oVvvoVru,ADJ,,,,,	o
வாக்குச்சாவடியிலும்	N_NN	I-NP	vAkkuccAvati,N,il-LOC,,,,	o
4	QT_QTC	B-NP	4,num,,,,,,	o
இயந்திரங்கள்	N_NN	I-NP	iyanwiram,N,,pl,,,	o
பயன்படுத்தப்பட	V_VM_VNF_INF	B-VGNF	payanYpatuwwu,V,,,,,INF	o
உள்ளன	V_VM_VF	I-VGNF	ulY,V,PRESENT,pl,3,c,	{/MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	o

அதன்படி	PR_PRP	B-NP	awanY,PN,pati-PSP,,,,	{MCL}
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
259	QT_QTC	B-NP	259,num,,,,,,	o
வாக்குச்சாவடிகளுக்கு	N_NN	I-NP	vAkkuccAvati,N,ukku-DAT,pl,,,	o
259	QT_QTC	B-NP	259,num,,,,,,	o
கட்டுப்பாட்டு	N_NN	I-NP	kattuppAtu,N,u-GEN,,,,	o
இயந்திரங்கள்	N_NN	I-NP	iyanwiram,N,,pl,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
1,036	QT_QTC	B-NP	1,036,num,,,,,,	o
வாக்குப்பதிவு	N_NN	I-NP	vAkkuppawivu,N,,,,,	o
இயந்திரங்கள்	N_NN	I-NP	iyanwiram,N,,pl,,,	o
தேவைப்படுகின்றன	V_VM_VF	B-VGF	wevEppatu,V,PRESENT,pl,3,n,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இதுதவிர	PR_PRP	B-NP	iwu,PN,wavira-PSP,,,,	{RP}
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
வாக்காளர்கள்	N_NN	B-NP	vAkkAlYar,N,,pl,,,	o
தாங்கள்	PR_PRP	B-NP	wAfkalY,PN,,,,,	o
யாருக்கு	DM_DMQ	B-BLK	yAr,PN,ukku-DAT,,,,	o
வாக்களித்தோம்	V_VM_VF	B-VGF	vAkkalYi,V,PAST,pl,1,f,	o
என்பதை	CC_CCS	B-CCP	eVnY,V,FUTURE,sg,3,n,	o
பார்க்கும்	V_VM_VNF_RP	B-VGNF	pAr,V,FUTURE,,,,RP	o
வசதியுள்ள	N_NN	B-NP	vacawi,N,ulYlYa-PSP,,,,	{MCL}
‘	RD_SYM	I-NP	‘,punc,,,,,,	{/RP}
விவி	N_NN	B-NP	vivi,N,,,,,	o
பாட்	N_NN	I-NP	pAt,N,,,,,	o
’	RD_SYM	I-NP	’,punc,,,,,,	o
இயந்திரமும்	N_NN	B-NP	iyanwiram,N,,,,,	o
அனைத்து	N_NN	B-NP	anYEwwu,ADJ,,,,,	o
வாக்குச்சாவடிகளிலும்	N_NN	I-NP	vAkkuccAvati,N,il-LOC,pl,,,	o
வைக்கப்படுகிறது	V_VM_VF	B-VGF	vEkkappatu,V,PRESENT,sg,3,n,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இதற்காக	RB	B-RBP	iwu,PN,,,,,	{MCL}
385	QT_QTC	B-NP	385,num,,,,,,	o
‘	RD_SYM	I-NP	‘,punc,,,,,,	o
விவி	N_NN	B-NP	vivi,N,,,,,	o
பாட்	N_NN	I-NP	pAt,N,,,,,	o
’	RD_SYM	I-NP	’,punc,,,,,,	o
இயந்திரங்கள்	N_NN	I-NP	iyanwiram,N,,pl,,,	o
தமிழகத்தின்	N_NNP	B-NP	wamilYYakam,N,inY-GEN,,,,	o
மற்ற	JJ	I-NP	marYrYa,ADJ,,,,,	o
பகுதிகள்	N_NN	I-NP	pakuwi,N,,pl,,,	o
மற்றும்	CC_CCD	B-CCP	marYrYum,CONJ,,,,,	o
உத்தரபிரதேசத்தில்	N_NNP	B-NP	uwwarapirawecam,N,il-LOC,,,,	o
இருந்து	V_VM_VNF_VBN	B-VGF	iru,V,,,,,VBP	o
வரவழைக்கப்பட்டுள்ளன	V_VM_VF	I-VGF	varavalYYE,V,PRESENT,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இது	PR_PRP	B-NP	iwu,PN,,,,,	{RP}
தொடர்பாக	RB	B-RBP	woVtarpu,N,Aka-ADV,,,,	o
தேர்தல்	N_NN	B-NP	werwal,N,,,,,	o
அதிகாரி	N_NN	I-NP	awikAri,N,,,,,	o
ஒருவர்	N_NN	B-NP	oVruvar,N,,,,,	o
கூறும்போது	V_VM_VNF_RP_PSP	B-VGNF	kUrYu,V,FUTURE,,,,RP-PSP-PSP	{/RP}
‘	RD_PUNC	B-NP	‘,punc,,,,,,	{MCL}
‘	RD_PUNC	I-NP	‘,punc,,,,,,	o
வாக்குப்பதிவுக்கு	N_NN	B-NP	vAkkuppawivu,N,kku-DAT,,,,	o
தேவையான	JJ	B-NP	wevE,N,AnYa-ADJ,,,,	o
மின்னணு	N_NN	I-NP	minYnYaNu,N,,,,,	o
இயந்திரங்கள்	N_NN	I-NP	iyanwiram,N,,pl,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
கட்டுப்பாட்டு	N_NN	B-NP	kattuppAtu,N,u-GEN,,,,	o
இயந்திரங்கள்	N_NN	I-NP	iyanwiram,N,,pl,,,	o
மற்றும்	CC_CCD	B-CCP	marYrYum,CONJ,,,,,	o
கூடுதலாக	RB	B-RBP	kUtuwal,N,Aka-ADV,,,,	o
இருப்பு	N_NN	B-NP	iruppu,N,,,,,	o
வைக்கப்படும்	V_VM_VNF_RP	B-VGNF	vEkkappatu,V,FUTURE,,,,RP	o
இயந்திரங்கள்	N_NN	B-NP	iyanwiram,N,,pl,,,	o
தற்போது	RB	B-VGF	warYpowu,ADV,,,,,	o
கணக்கெடுக்கப்பட்டுள்ளன	V_VM_VF	I-VGF	kaNakkeVtu,V,PRESENT,pl,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

மின்னணு	N_NN	B-NP	minYnYaNu,N,,,,,	{MCL}
இயந்திரங்களின்	N_NN	I-NP	iyanwiram,N,inY-GEN,pl,,,	o
எண்	N_NN	I-NP	eVN,N,,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
கணினியில்	N_NN	B-NP	kaNinYi,N,il-LOC,,,,	o
பதிவு	N_NN	B-NP	pawivu,N,,,,,	o
செய்யப்படும்	V_VM_VF	B-VGF	ceVyyappatu,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

31-ம்	QT_QTO	B-NP	31,num,,sg,,,	{MCL}
தேதி	N_NN	I-NP	wewi,N,,,,,	o
(	RD_SYM	B-NP	(,punc,,,,,,	o
நாளை	N_NN	I-NP	nAlYE,N,,,,,	o
)	RD_SYM	I-NP	),punc,,,,,,	o
இந்த	DM_DMR	B-NP	inwa,ADJ,,,,,	o
இயந்திரங்கள்	N_NN	I-NP	iyanwiram,N,,pl,,,	o
முழுமையாக	RB	B-VGNF	mulYYumE,N,Aka-ADV,,,,	o
சரிபார்க்கப்பட்டு	V_VM_VNF_VBN	I-VGNF	caripAr,V,,,,,VBP	o
,	RD_PUNC	I-VGNF	&comma;,punc,,,,,	o
வேட்பாளரின்	N_NN	B-NP	vetpAlYar,N,inY-GEN,,,,	o
முகவர்கள்	N_NN	I-NP	mukavar,N,,pl,,,	o
முன்னிலையில்	N_NN	I-NP	munYnYilE,N,il-LOC,,,,	o
வாக்குச்சாவடிக்கு	N_NN	B-NP	vAkkuccAvati,N,kku-DAT,,,,	o
ஒதுக்கும்	V_VM_VNF_RP	B-VGNF	oVwukku,V,FUTURE,,,,RP	o
பணி	N_NN	B-NP	paNi,N,,,,,	o
கணினி	N_NN	I-NP	kaNinYi,N,,,,,	o
மூலம்	PSP	B-BLK	mUlam,N,,,,,	o
நடக்கும்	V_VM_VF	B-VGF	nata,V,FUTURE,sg,3,n,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அதன்பின்	PR_PRP	B-NP	awanY,PN,pinY-PSP,,,,	{MCL}
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
இயந்திரங்கள்	N_NN	B-NP	iyanwiram,N,,pl,,,	o
மீண்டும்	RB	B-VGF	mINtum,ADV,,,,,	o
சரிபார்த்து	V_VM_VNF_VBN	I-VGF	caripAr,V,,,,,VBP	o
,	RD_PUNC	I-VGF	&comma;,punc,,,,,	o
சீலிடப்பட்டு	V_VM_VNF_VBN	I-VGF	cIlitu,V,,,,,VBP	o
தயாராக	RB	I-VGF	wayAr,N,Aka-ADV,,,,	o
வைக்கப்படும்	V_VM_VF	I-VGF	vEkkappatu,V,FUTURE,,,,RP	o
’’	RD_SYM	I-VGF	’’,punc,,,,,,	o
என்றார்	V_VM_VF	I-VGF	eVnY,V,PAST,sg,3,c,	{/MCL}


